TO,SS,Note,OldSoundSpel,,Rondthaler,Pronunciation,OtherTO,BritishTO,OtherSS,BritishSS ?,AltSpeling1,AltSpeling2,longNote
holly’s,holy’s,,,NA,,,,,,,,,
holocaust,hoelocaust,,holocaust,F,,,,,,,,,
holocausts,hoelocausts,,,NA,,,,,,,,,
holocausts’,hoelocausts’,,,NA,,,,,,,,,
holocaust’s,hoelocaust’s,,,NA,,,,,,,,,
hologram,hoelogram,,hologram,F,,,,,,,,,
holograms,hoelograms,,,NA,,,,,,,,,
holograms’,hoelograms’,,,NA,,,,,,,,,
hologram’s,hoelogram’s,,,NA,,,,,,,,,
holograph,hoelograf,,holograf,F,,,,,,,,,
holographic,hoelografik,,,NA,,,,,,,,,
holographical,hoelografikal,,,NA,,,,,,,,,
holographically,hoelografikaly,,,NA,,,,,,,,,
holographs,hoelografs,,,NA,,,,,,,,,
holographs’,hoelografs’,,,NA,,,,,,,,,
holography,holografy,,holografy,T,,,,,,,,,
holograph’s,hoelograf’s,,,NA,,,,,,,,,
holster,hoelster,,hoelster,T,,,,,,,,,
